incident_id,incident_date,org_id,attack_type_id,severity,status,financial_loss_ngn,affected_users,resolution_time_hours,team_id
2230,2020-01-07,78,12,High,Resolved,100194495.03,24033,95,16
1913,2023-08-28,19,2,Low,Resolved,2065614.49,311,11,2
2712,2020-05-24,37,5,Low,Resolved,1001520.6,206,15,2
3974,2023-07-20,91,1,Low,Under Investigation,4330503.17,415,,15
4265,2019-12-19,13,5,Low,UNDER INVESTIGATION,4495667.06,227,,21
3881,2023-12-20,63,10,LOW,RESOLVED,,162,18,19
2485,2022-03-13,47,7,Medium,Resolved,18506633.66,4694,15,2
1171,2022-12-04,86,13,Critical,Resolved,5565199046.75,493561,493,6
3348,2021-01-15,33,9,High,Resolved,,47334,121,1
3923,2023-05-18,58,7,Medium,Unresolved,45776299.65,4458,,12
1275,2021-02-01,73,15,Critical,Unresolved,,76725,,24
4469,2021-07-21,55,10,LOW,Resolved,2783499.62,178,11,12
1242,2022-10-23,6,1,High,Unresolved,218837575.42,21080,,20
1394,2019-03-08,3,9,Medium,Resolved,34592363.98,882,43,21
112,2021-06-06,54,14,High,Resolved,211149019.31,19860,36,18
647,2023-06-10,90,8,medium,Resolved,14466087.26,,37,5
3907,2021-12-04,74,1,high,resolved,,21958,24,1
1460,2023-04-21,59,3,High,Under Investigation,89316263.42,21428,,19
4539,2022-01-22,5,11,High,Under Investigation,,16084,,2
4176,2023-04-13,16,8,Medium,Resolved,48651429.69,2513,57,1
4574,2022-12-27,96,9,Medium,Resolved,17691702.42,2418,55,7
4448,2023-10-28,98,6,HIGH,resolved,416752403.37,17408,149,9
4945,2023-09-07,45,7,Medium,Unresolved,18937165.13,2898,,2
25,2021-03-05,21,3,Critical,Under Investigation,5670655395.75,31126,,21
2248,2023-08-28,38,3,Medium,RESOLVED,30641625.59,,68,11
998,2021-05-09,97,10,CRITICAL,Under Investigation,9306493476.56,216163,,7
4016,2021-01-15,93,8,High,Under Investigation,144892769.36,18372,,23
1165,2021-09-25,34,1,Low,Resolved,2174671.61,29,24,1
935,2024-12-23,54,14,Medium,Resolved,45137724.97,4141,17,12
3338,2023-09-25,67,15,LOW,Under Investigation,1658763.2,18,,3
2780,2024-01-29,93,3,Medium,Resolved,18486948.56,209,66,5
3395,2021-10-24,25,3,Low,Resolved,4869544.95,459,4,20
4269,2021-11-15,14,4,High,Unresolved,111696154.68,29188,,2
3356,2020-04-02,73,14,LOW,RESOLVED,2234516.11,63,21,24
4139,2023-07-06,17,14,Medium,Unresolved,25219331.37,3423,,1
1118,2024-08-21,16,3,HIGH,Unresolved,245628535.8,,,22
1500,2020-03-15,89,5,Medium,Resolved,18242157.08,272,58,15
448,2020-08-05,37,9,MEDIUM,resolved,7048372.28,2777,13,20
3929,2024-01-15,20,3,Medium,Resolved,33806959.21,1027,16,1
4496,2023-11-14,24,9,Medium,Under Investigation,14339777.67,3630,,2
2266,2022-01-02,8,10,High,Resolved,490572455.29,26879,149,11
4462,2022-07-18,80,2,High,unresolved,312714183.37,16251,,9
1108,2022-08-12,83,9,Low,Under Investigation,2169711.17,471,,1
4738,2020-09-28,25,9,High,Under Investigation,310241945.86,19506,,11
3894,2023-07-12,79,10,Medium,Resolved,31339798.72,348,36,9
3294,2022-08-01,31,14,Low,Resolved,967905.65,192,20,11
500,2024-03-27,67,11,critical,Resolved,6938822767.47,226765,668,19
3252,2023-02-28,54,10,Medium,Resolved,8116999.31,2305,20,3
754,2023-03-19,22,15,HIGH,Resolved,293258599.45,31088,87,1
127,2023-09-03,32,6,medium,Resolved,46592960.71,,63,11
185,2023-01-04,99,10,Medium,Resolved,,3670,12,9
2950,2024-09-02,39,9,Medium,Under Investigation,5015827.7,4157,,1
260,2024-04-19,84,8,Medium,Resolved,18314204.99,3663,42,17
229,2023-06-26,33,5,Low,Resolved,4814748.14,493,13,11
1267,2020-03-19,95,11,Medium,Resolved,35228906.49,709,55,5
2473,2024-06-26,6,12,LOW,under investigation,3499035.03,141,,21
4412,2023-01-23,53,5,Medium,Unresolved,38864446.57,4955,,18
3592,2024-05-27,65,12,Medium,RESOLVED,,3601,47,18
4921,2022-05-31,23,8,High,Resolved,232938535.54,22360,96,11
712,2023-01-25,82,9,low,Resolved,2115783.36,402,-5,9
143,2022-05-02,39,2,High,Resolved,416536564.41,23759,163,11
380,2021-12-16,43,11,Low,Unresolved,2835927.07,464,,11
376,2021-10-10,54,8,Medium,Resolved,13366771.98,2332,29,19
1021,2024-12-05,25,7,High,resolved,376037087.26,14546,104,1
1485,2024-03-14,65,3,Medium,Under Investigation,14824145.92,1907,,3
4356,2021-09-10,12,7,Medium,Under Investigation,16945003.83,,,20
451,2024-06-19,56,6,Medium,Under Investigation,31495659.19,,,19
775,2023-12-08,39,11,CRITICAL,RESOLVED,3915260980.22,412761,430,20
3639,2021-04-26,75,15,medium,RESOLVED,15574730.97,4828,68,17
864,2022-12-23,60,12,Low,Resolved,2428292.72,449,15,19
1874,2022-08-11,8,9,Medium,Resolved,36114998.36,1924,39,1
3510,2024-05-21,71,6,Medium,Resolved,39645213.33,4216,52,9
4653,2024-03-23,100,9,Low,Unresolved,,182,,7
2942,2024-06-16,93,1,Low,Resolved,3973116.18,481,2,5
4048,2023-06-10,57,14,Medium,Resolved,25787821.92,1109,53,4
219,2019-01-21,72,10,High,Resolved,421192868.53,27563,90,24
753,2021-06-28,63,15,Low,Under Investigation,3027468.17,198,,18
2318,2023-03-03,82,3,Low,Resolved,2006304.39,25,8,24
349,2021-06-08,19,14,Medium,Under Investigation,15136357.17,,,11
4918,2022-06-23,75,15,Critical,Under Investigation,10762210321.75,64807,,16
3158,2021-03-15,14,1,Medium,Resolved,47811791.74,2190,13,22
1233,2024-08-01,45,11,Medium,Resolved,,4184,53,25
2488,2020-11-11,68,5,High,Resolved,293928428.62,24249,39,4
1875,2024-03-11,95,4,Medium,resolved,5509909.75,4261,17,23
3549,2024-02-24,57,7,Low,Resolved,1011793.83,460,21,12
2525,2022-05-18,100,3,Medium,Resolved,17884067.94,2718,46,8
2908,2021-02-03,19,14,medium,RESOLVED,,1707,36,2
2673,2019-07-29,21,14,CRITICAL,RESOLVED,9577004896.88,70473,143,11
3426,2023-05-20,59,12,Critical,Resolved,10705454834.51,83596,-5,19
3439,2019-11-26,14,15,Low,Resolved,3004141.85,40,9,11
699,2024-11-28,13,14,High,Resolved,95614500.97,13106,47,21
3727,2024-10-07,11,3,MEDIUM,Under Investigation,38810753.76,3544,,2
2808,2023-09-22,36,2,Critical,Resolved,593924384.8,202624,93,21
526,2019-07-18,86,7,Medium,Resolved,13461824.31,2698,35,15
1785,2020-12-21,95,9,Medium,Resolved,35079706.69,1726,20,23
536,2022-07-13,10,14,Low,Resolved,1617060.66,26,2,13
1124,2019-10-12,87,9,High,Under Investigation,464133686.07,22117,,6
4851,2021-09-14,5,4,High,resolved,,39042,112,21
3744,2024-03-25,42,11,High,Resolved,458025203.2,15677,44,11
1461,2019-10-09,10,13,Medium,Under Investigation,19356710.7,1138,,2
2048,2022-04-20,26,13,Low,Resolved,4693956.24,,16,2
388,2023-11-30,67,2,Low,Under Investigation,4747809.84,219,,19
578,2022-04-24,35,2,Low,Unresolved,520293.06,312,,2
2818,2021-12-19,19,15,Critical,Unresolved,7840733235.89,188183,,2
2014,2019-12-26,70,13,Medium,Under Investigation,33022039.44,1131,,12
416,2024-02-03,74,11,High,Resolved,354728209.26,26876,50,16
4674,2024-03-08,100,14,MEDIUM,Under Investigation,24403909.16,249,,9
4162,2021-06-13,91,4,MEDIUM,Unresolved,21363008.71,4982,,23
4576,2020-01-11,29,13,High,Resolved,181730842.76,1605,114,11
1565,2023-01-06,7,13,Medium,Resolved,37388768.07,2754,13,22
4323,2020-03-17,71,11,High,Resolved,75867759.56,,104,24
4965,2019-07-05,68,15,LOW,resolved,744072.13,60,23,26
3136,2024-11-25,3,6,medium,Resolved,11017547.37,1766,48,13
176,2023-04-19,34,9,Medium,Under Investigation,18112966.53,504,,21
3490,2023-11-24,79,4,High,Resolved,,33859,76,9
362,2024-12-12,44,5,High,unresolved,228520852.24,22703,,13
1809,2023-08-16,89,14,LOW,resolved,3419600.51,142,19,5
4902,2023-12-31,60,4,High,Under Investigation,104243171.09,,,12
2533,2024-02-18,26,3,low,UNRESOLVED,1308160.0,392,,20
1709,2022-07-12,82,11,LOW,RESOLVED,2481800.92,98,22,24
1303,2023-12-19,97,12,Medium,under investigation,37574215.22,513,,8
1181,2024-08-22,35,12,High,Unresolved,273289816.06,1325,,11
4037,2023-05-16,89,13,Critical,Resolved,1109915637.98,238395,415,6
3200,2024-02-27,74,12,Medium,Under Investigation,48567069.29,361,,17
3978,2022-09-25,86,13,Critical,Resolved,8648546277.3,176533,703,5
4357,2022-12-05,27,6,Medium,Under Investigation,7524119.33,1713,,2
1306,2021-06-04,34,7,HIGH,RESOLVED,81642045.56,46059,82,21
3521,2019-07-16,67,12,Medium,Resolved,47535827.42,4744,24,3
2771,2023-12-08,70,4,Medium,Resolved,6414640.67,3523,69,26
3571,2022-01-21,80,7,Critical,Resolved,,221519,269,1
2285,2024-10-08,74,7,Low,Resolved,4318350.85,102,3,1
3433,2024-06-13,80,7,Low,Resolved,,483,-1,16
2426,2023-10-09,21,4,low,Unresolved,852171.47,139,,1
3676,2024-08-21,88,3,High,Under Investigation,332913319.74,10832,,5
3064,2019-11-25,68,12,High,Unresolved,56725264.51,37196,,12
2998,2022-01-15,74,10,Medium,Resolved,43937616.59,,24,16
2177,2023-05-01,67,5,Medium,Resolved,37150356.25,1324,51,12
4605,2020-03-16,57,1,Medium,Unresolved,31776396.14,1552,,3
1544,2022-06-12,40,1,medium,Under Investigation,43199394.01,3515,,2
3949,2023-01-18,92,4,Critical,Resolved,909207602.66,336103,254,6
4024,2023-11-15,84,1,MEDIUM,Resolved,11272700.05,1037,48,24
4262,2021-10-21,34,8,high,resolved,,16707,154,21
37,2023-12-27,78,12,Medium,UNDER INVESTIGATION,24870224.29,2728,,9
567,2024-05-30,74,1,High,Resolved,432013481.48,47818,45,9
4533,2023-11-12,41,9,Medium,Resolved,19416804.24,4319,64,1
810,2024-08-04,54,2,Medium,Resolved,24120212.79,1536,28,26
1513,2023-07-27,100,2,High,Under Investigation,278770900.21,9024,,8
1239,2022-11-02,49,11,Low,Resolved,2412738.48,80,14,25
4266,2023-06-24,22,6,High,Under Investigation,350584812.92,31390,,2
3149,2022-10-21,15,9,Low,Resolved,3989158.52,277,23,21
3590,2022-06-14,53,1,Medium,Resolved,20590495.57,1422,13,26
331,2021-04-14,81,8,Low,Resolved,1186826.2,85,21,16
4241,2020-11-30,40,6,Low,Resolved,3459073.36,143,4,1
4247,2024-07-28,13,11,medium,resolved,24105224.7,1307,32,1
1833,2022-06-05,39,13,Low,Under Investigation,3721816.68,33,,21
4642,2019-05-14,14,10,Low,Resolved,2893261.34,320,10,2
3895,2024-11-05,39,11,High,Resolved,,6309,139,21
1358,2021-06-08,55,11,High,Resolved,179700526.16,42404,67,3
1208,2021-10-11,44,6,Medium,Resolved,23804241.41,4156,14,25
472,2023-10-08,9,15,CRITICAL,RESOLVED,,359580,475,22
3058,2023-05-31,76,14,Low,Resolved,2101187.67,35,19,24
1656,2022-03-28,5,5,Medium,Resolved,32750273.02,2115,40,13
3368,2024-05-13,15,4,High,Resolved,496311252.4,18945,48,22
4607,2020-02-03,99,9,Low,Resolved,2906878.1,473,23,9
371,2024-12-31,66,5,Medium,RESOLVED,35463410.0,2721,48,4
2077,2024-10-03,80,8,Medium,Under Investigation,37300209.18,1016,,9
3468,2020-06-14,41,4,Low,Resolved,1704951.57,389,24,11
3609,2022-09-06,62,4,Medium,Unresolved,9480674.75,259,,19
888,2023-08-08,37,5,Critical,Resolved,6502872766.48,380288,494,21
4119,2020-04-13,28,12,Low,Under Investigation,4872609.34,,,11
3281,2023-08-22,99,1,LOW,resolved,2294777.45,382,22,9
298,2020-03-25,44,12,LOW,resolved,914264.04,243,12,13
2217,2019-02-22,30,10,medium,unresolved,12647846.16,2625,,11
4769,2021-08-19,52,1,Medium,resolved,39985195.54,3611,65,18
2694,2022-01-14,36,8,HIGH,Resolved,200975710.31,41526,154,2
366,2023-10-26,60,4,Low,Under Investigation,4931578.22,79,,18
2589,2022-09-07,92,14,Critical,Resolved,10349374169.5,257252,699,6
1452,2024-01-15,15,3,Low,Under Investigation,1219870.29,330,,22
1363,2024-01-02,81,7,Critical,Resolved,8266780177.66,308032,511,9
3889,2020-06-02,4,3,Medium,Unresolved,36203034.0,1582,,11
4338,2022-05-01,27,3,High,Resolved,401383686.18,10081,126,20
4573,2023-03-04,13,13,Medium,Under Investigation,6201666.64,3711,,20
4895,2021-11-23,67,7,Medium,Resolved,24347010.68,3202,50,26
4001,2024-09-10,56,6,High,Unresolved,190133194.97,28986,,26
225,2024-02-17,49,14,Medium,Resolved,,840,15,11
2199,2022-09-26,2,11,Medium,Unresolved,36056135.26,583,,2
4983,2021-01-28,13,2,Critical,Under Investigation,6592487273.18,261005,,22
3647,2020-01-26,3,8,High,Under Investigation,237882819.12,44586,,22
4910,2021-12-26,43,10,low,Resolved,1010476.29,460,4,13
502,2021-06-18,12,5,Medium,Unresolved,6066218.73,3948,,11
674,2024-02-29,28,11,LOW,RESOLVED,4236580.17,26,17,11
4775,2021-08-24,69,1,Low,Under Investigation,4008652.88,18,,12
4309,2021-05-25,55,14,Medium,Unresolved,29465322.86,1017,,3
2963,2021-02-21,10,1,High,RESOLVED,248990146.43,6560,91,22
1594,2023-07-21,71,8,High,Resolved,284576725.37,38638,43,24
2693,2021-12-16,36,15,Low,RESOLVED,4833166.72,260,14,2
3587,2023-06-18,40,10,high,Resolved,213260570.62,27955,116,2
3492,2022-05-05,77,7,Medium,Resolved,14141193.01,2220,41,16
3496,2022-09-08,10,12,Critical,Under Investigation,,323894,,22
3069,2022-05-09,38,14,High,Under Investigation,420349548.57,49819,,20
1883,2021-08-07,28,9,Medium,Unresolved,43102869.38,1860,,2
3307,2021-03-02,83,8,High,Unresolved,60823750.39,4654,,1
2096,2021-07-28,31,7,High,Unresolved,449989137.02,48596,,2
4301,2021-01-07,39,6,Low,Resolved,802182.98,426,3,1
1599,2023-05-08,10,6,Critical,Resolved,1013706450.8,118461,300,20
3775,2023-06-24,71,4,High,Resolved,415560168.25,14290,33,1
4146,2021-08-29,1,8,Medium,Under Investigation,22035274.48,4606,,20
3206,2023-08-18,98,2,Medium,Resolved,38351069.31,3681,25,9
3068,2023-06-10,77,10,critical,Resolved,3443048638.26,311345,81,1
481,2024-09-24,48,7,Medium,Unresolved,48993735.5,973,,25
409,2024-03-21,22,14,Medium,UNRESOLVED,38091661.37,4703,,1
1646,2023-11-25,93,2,Low,Resolved,4087041.81,249,17,23
4086,2020-04-07,4,1,Low,Under Investigation,1923795.91,452,,22
125,2024-09-05,13,3,high,resolved,384128670.21,1918,63,21
703,2024-06-11,74,1,medium,Resolved,45310688.89,4024,53,9
1185,2021-11-04,73,13,Low,Under Investigation,3048476.79,85,,24
4298,2020-07-17,65,12,High,Resolved,,22338,27,12
928,2021-12-24,9,9,High,Under Investigation,110310050.22,24653,,1
3990,2022-03-14,54,4,Medium,Resolved,27060166.31,3163,16,19
1979,2019-10-01,93,15,high,resolved,477158101.67,23146,67,6
4549,2024-06-15,98,3,Low,Resolved,4295822.15,360,2,8
633,2019-04-13,35,7,Medium,Unresolved,28321337.92,172,,20
59,2024-01-04,39,5,MEDIUM,RESOLVED,12009252.05,2374,42,2
4149,2023-11-10,71,6,Medium,RESOLVED,35394172.3,4829,18,24
4267,2024-01-04,97,14,Medium,resolved,26138805.55,1225,42,9
4630,2024-08-22,29,13,High,Resolved,264091616.06,32389,155,1
2361,2022-08-30,95,3,Medium,Resolved,42574378.25,426,68,15
1183,2024-10-28,32,4,Low,Under Investigation,4592395.86,131,,11
1214,2022-01-11,28,2,High,Resolved,,47175,130,2
2440,2023-07-11,16,12,Medium,Under Investigation,20880776.46,2351,,2
1477,2020-08-21,26,15,Low,Resolved,3961842.34,235,19,21
3300,2022-02-04,16,9,Low,unresolved,4004371.85,18,,13
3311,2022-12-25,85,5,HIGH,Unresolved,103074920.27,5961,,16
4928,2022-09-12,82,2,LOW,Unresolved,,434,,16
3450,2023-10-20,21,2,Low,Resolved,4185315.67,438,4,1
4315,2023-02-16,76,6,High,Resolved,405398699.61,21238,160,17
1292,2024-10-30,33,5,Low,Resolved,4481967.76,456,14,1
2595,2024-02-06,31,6,Medium,RESOLVED,24297370.18,2033,35,2
1953,2024-08-20,84,6,CRITICAL,Under Investigation,7591978306.17,128945,,1
1458,2024-06-27,65,14,low,resolved,4113684.11,403,15,26
4387,2022-08-22,6,2,medium,RESOLVED,27050165.8,2166,48,20
2144,2021-11-02,87,15,Medium,Under Investigation,21929658.43,3222,,23
670,2024-04-22,36,13,High,Under Investigation,122708713.05,11708,,20
2522,2020-12-10,2,14,Critical,Resolved,9752259402.79,314677,70,2
1897,2024-11-01,20,15,HIGH,UNDER INVESTIGATION,454926602.46,7265,,13
4702,2021-10-12,42,10,Low,Resolved,3119034.47,187,10,25
2298,2021-01-09,15,13,Critical,Resolved,5599309489.68,218659,119,21
4145,2020-11-27,47,2,Medium,Resolved,29349804.84,311,69,2
399,2023-05-07,41,5,Critical,Resolved,2167765926.27,449594,520,25
1455,2023-02-10,1,7,MEDIUM,resolved,17425812.61,3146,70,13
2806,2021-03-06,78,13,High,Resolved,250225910.93,29774,34,17
2004,2021-06-15,36,15,Low,Resolved,4231659.28,172,4,20
1752,2022-11-28,84,8,HIGH,under investigation,382766398.51,33750,,9
3838,2024-12-14,21,1,High,resolved,71973940.01,38794,99,21
610,2024-09-08,6,5,Medium,Resolved,13528730.82,4515,59,22
3643,2022-10-20,99,9,Medium,Resolved,14196124.23,873,64,7
4914,2024-03-22,6,3,High,Resolved,212294018.72,4110,84,20
4311,2022-03-30,60,15,Critical,Unresolved,1910137125.82,285328,,12
2677,2020-10-30,32,10,High,Resolved,223204361.6,2641,38,2
765,2020-10-18,25,14,Critical,Resolved,,,211,20
2552,2023-06-25,41,9,High,under investigation,435995516.93,31320,,13
3159,2023-01-24,25,3,Medium,Unresolved,44134438.85,1102,,11
2146,2024-06-30,66,4,Medium,Under Investigation,24919129.01,686,,3
286,2021-12-10,76,10,low,Unresolved,3020344.89,430,,16
3163,2024-02-14,86,2,Critical,Resolved,3886804074.6,428497,720,15
4512,2022-06-17,18,8,Medium,Under Investigation,48368589.54,3135,,20
320,2023-02-02,90,11,High,Under Investigation,181758976.08,6331,,15
1377,2022-10-24,100,8,High,Resolved,455577951.71,28839,143,9
2474,2021-12-06,9,2,MEDIUM,UNDER INVESTIGATION,7936344.26,4433,,13
1621,2022-01-18,98,8,Low,Resolved,3358745.74,,18,10
654,2024-07-14,72,1,Low,Resolved,1780072.39,12,15,24
2059,2024-11-28,18,12,Medium,Resolved,6143380.96,3322,44,11
157,2022-12-02,29,9,High,Resolved,373763923.86,16274,159,11
2873,2023-09-19,91,14,Low,Resolved,2528198.48,323,14,23
2104,2022-06-24,30,14,HIGH,RESOLVED,75626523.02,16888,106,11
4109,2024-10-15,13,10,Critical,Resolved,10490351159.29,253610,421,11
3380,2023-01-09,10,12,Low,Unresolved,3498845.83,350,,21
2816,2021-09-16,68,10,Low,Unresolved,4373235.63,,,3
4163,2022-02-07,66,8,Medium,Unresolved,33668222.46,120,,3
2959,2024-04-29,23,3,High,Resolved,230958315.7,33433,101,11
2103,2024-08-02,34,15,High,Under Investigation,196223304.58,,,21
4350,2023-07-16,6,14,Critical,Resolved,2654025122.64,70397,166,11
3411,2024-05-24,4,4,Critical,Resolved,1135734378.14,314407,167,21
478,2021-04-24,48,15,Low,Resolved,2495471.18,471,10,13
4479,2019-04-20,14,6,Low,Unresolved,3320911.04,281,,20
3608,2024-12-24,21,10,Low,Under Investigation,764913.21,103,,20
3867,2024-02-13,62,3,Medium,Resolved,32297878.86,2995,62,18
650,2024-04-23,58,1,CRITICAL,RESOLVED,1902560639.6,131750,650,3
3982,2024-07-25,6,5,Critical,Unresolved,5719580295.24,176727,,13
1558,2021-02-13,77,9,High,Resolved,284715385.67,25038,45,17
2929,2023-08-20,48,11,Low,Under Investigation,2035103.92,78,,11
3087,2024-01-28,37,11,Low,Under Investigation,1729309.97,200,,1
1472,2020-02-23,50,1,Low,RESOLVED,,248,8,25
2037,2022-02-28,34,8,High,resolved,334214863.91,,131,2
148,2021-11-09,54,8,medium,unresolved,,2330,,18
728,2023-01-07,21,10,Medium,Resolved,30512580.38,,70,1
2119,2024-12-01,4,3,High,Resolved,398746472.69,40920,42,22
4250,2024-11-01,80,2,Medium,Resolved,46105878.53,1443,61,1
559,2022-12-18,49,5,High,UNDER INVESTIGATION,107516245.61,11834,,25
4115,2019-04-27,53,12,Medium,RESOLVED,8183729.62,4371,67,3
505,2022-05-18,60,6,Medium,Unresolved,27710545.79,4162,,4
1179,2024-01-26,20,12,low,UNDER INVESTIGATION,3986161.72,157,,13
988,2024-02-09,45,10,Critical,RESOLVED,9922595768.45,489200,197,11
387,2019-04-19,76,11,Medium,resolved,8559407.57,2599,26,24
68,2024-05-24,83,8,low,Resolved,3972343.76,184,23,16
2271,2022-09-17,48,1,Medium,Resolved,48550377.3,4066,47,2
4417,2024-12-28,45,10,High,Resolved,297415464.18,22774,86,11
3721,2022-12-22,90,15,Medium,Resolved,9809569.2,197,16,23
237,2022-03-29,19,4,MEDIUM,UNDER INVESTIGATION,39234663.24,1975,,2
3960,2024-06-06,95,6,High,Resolved,132435520.18,48312,93,15
3790,2021-01-08,75,2,Medium,Resolved,19853664.89,4873,45,1
822,2022-01-26,36,2,High,Resolved,205784738.21,22768,164,21
4585,2024-12-01,32,13,Medium,Under Investigation,7507357.69,3939,,1
3873,2024-08-10,85,14,Medium,Resolved,26158326.39,128,31,1
1089,2021-12-22,78,11,Medium,Unresolved,44519029.07,4980,,16
3228,2022-02-14,36,9,Critical,Resolved,3416236195.46,35556,532,11
3596,2024-08-26,9,13,LOW,RESOLVED,2535734.14,350,23,21
2517,2021-04-12,27,12,Medium,Resolved,27199074.33,2136,21,21
4484,2024-09-24,34,11,Low,Resolved,4413278.22,206,19,21
2021,2022-07-10,47,1,Critical,Under Investigation,1710128925.73,73880,,13
3514,2024-08-20,42,4,low,resolved,3303966.16,442,19,13
3665,2020-05-19,5,8,LOW,under investigation,1932326.72,131,,22
1193,2022-12-10,63,11,High,Under Investigation,278320400.36,16702,,26
4481,2023-07-17,61,4,High,Resolved,127458807.31,3231,131,18
1826,2024-10-07,77,12,High,Resolved,68809028.25,42264,142,24
1252,2021-03-04,40,2,High,Unresolved,360670377.18,12726,,1
1790,2022-10-28,42,10,Critical,Unresolved,8903250917.26,400705,,13
861,2024-03-04,55,8,High,Resolved,242581637.16,33890,131,18
4822,2023-11-26,27,11,High,Resolved,368111602.14,15204,48,2
2054,2022-09-02,31,6,High,Under Investigation,407856345.07,31913,,1
2402,2021-09-20,66,1,Medium,Resolved,18752599.47,2353,38,3
4050,2019-12-27,1,13,Low,Under Investigation,3411469.35,153,,2
3239,2019-06-23,15,2,Low,Under Investigation,,414,,21
1095,2024-02-01,33,12,Low,Resolved,2738279.67,,13,21
2071,2022-01-27,94,8,Medium,Resolved,39254080.26,4868,57,5
2983,2021-03-08,10,8,Critical,Under Investigation,3781571463.08,91735,,1
218,2020-01-30,51,9,Low,Resolved,1738721.73,143,4,19
4322,2022-07-06,56,6,Critical,Resolved,1286192844.71,260685,260,4
436,2023-09-20,70,12,Critical,Under Investigation,6856680491.2,384442,,4
2701,2023-12-23,31,11,Low,Under Investigation,4577285.36,452,,1
524,2024-10-12,73,5,medium,RESOLVED,36330955.46,4629,64,9
3094,2024-01-30,32,11,high,Resolved,358703080.54,5459,69,20
4675,2024-01-19,65,1,High,Resolved,319826689.07,8932,69,3
2348,2019-07-20,28,2,HIGH,under investigation,415406768.94,5134,,11
2000,2020-09-01,88,10,High,Under Investigation,151643893.44,18932,,15
497,2023-09-26,31,2,High,RESOLVED,114303291.99,38538,91,2
1968,2023-02-15,58,13,Medium,Under Investigation,21985119.04,3311,,18
2961,2021-09-10,22,10,Low,Resolved,3531835.86,229,16,2
256,2024-12-14,77,4,High,resolved,208437406.4,33915,59,24
194,2022-05-01,56,7,Medium,Resolved,11951362.99,104,61,18
3375,2023-02-09,12,12,Critical,Resolved,5271223053.26,302178,97,21
602,2023-09-30,19,8,Medium,unresolved,18709378.1,428,,22
2970,2022-12-14,92,15,Low,Under Investigation,3198220.13,213,,23
2685,2020-09-07,9,1,Low,Under Investigation,2385691.03,,,2
3124,2024-02-10,48,8,Medium,Resolved,20734011.65,1372,12,1
122,2022-02-27,89,1,Medium,Resolved,7425065.43,1478,68,23
4424,2023-10-18,97,2,High,UNDER INVESTIGATION,233089351.67,23977,,10
3904,2023-07-23,3,11,Medium,Under Investigation,32509989.29,4798,,13
1835,2023-11-14,55,5,High,RESOLVED,359363632.01,43803,157,19
1407,2020-06-10,77,13,Medium,Resolved,17999023.2,2238,46,17
181,2024-08-11,6,11,HIGH,under investigation,262380376.03,4765,,2
3602,2020-12-12,79,4,Medium,Under Investigation,23654652.67,,,1
1831,2022-06-20,10,4,medium,Unresolved,46277584.07,217,,11
2425,2024-04-16,88,1,Medium,resolved,27267497.43,3422,17,15
2923,2023-11-16,86,14,High,Under Investigation,,46837,,23
3462,2024-01-04,52,7,Medium,Resolved,23933460.56,3749,15,12
2523,2024-07-26,80,4,high,UNDER INVESTIGATION,204361632.14,32525,,16
1773,2024-09-16,99,4,Critical,under investigation,4121161145.51,185929,,8
3396,2019-05-03,29,3,High,Resolved,450632670.61,30736,24,1
3208,2024-04-29,65,10,Medium,Under Investigation,24706514.64,2343,,12
970,2024-12-19,39,14,Medium,Under Investigation,22691407.08,1858,,2
2351,2024-05-11,82,4,Medium,Resolved,11815524.9,1105,26,1
1160,2023-11-29,75,2,Low,Under Investigation,527449.22,181,,9
796,2021-02-20,17,11,High,Resolved,,37537,53,22
2835,2023-09-10,31,8,Medium,Resolved,35768085.91,3743,49,1
3023,2024-10-26,1,1,Low,Resolved,3432873.21,480,11,20
4788,2024-07-04,53,5,Medium,Under Investigation,8401979.1,305,,26
2823,2023-01-22,81,7,Medium,Unresolved,5530628.02,480,,24
3568,2021-04-12,23,13,HIGH,resolved,166867827.83,43636,52,11
1959,2023-06-09,54,14,Medium,Resolved,20982904.09,3042,19,19
4862,2022-12-15,95,9,High,Resolved,328801521.69,16022,137,5
4000,2022-12-26,98,12,High,Unresolved,50749662.43,,,8
4767,2020-04-09,26,8,Medium,Resolved,34433242.49,3467,19,20
2038,2021-05-11,9,5,Medium,unresolved,8967820.05,3713,,2
4511,2020-01-31,12,3,Low,Unresolved,4381838.92,88,,11
2965,2023-07-15,4,14,High,Resolved,187312494.58,16456,99,13
1143,2024-09-16,19,13,Medium,Resolved,20205344.81,1717,25,21
544,2023-07-13,6,10,Low,Resolved,1954860.1,179,9,22
2544,2024-05-28,20,15,High,Resolved,69250413.17,40956,137,20
2223,2020-06-26,40,4,medium,Under Investigation,23997287.42,2938,,11
2651,2023-06-01,7,7,HIGH,Resolved,368836584.41,49152,165,13
4661,2023-08-30,69,13,high,Unresolved,393651074.01,31196,,12
4900,2024-04-04,31,1,Low,Under Investigation,,339,,1
3227,2023-01-19,86,1,Medium,RESOLVED,26618186.61,1853,59,15
659,2023-05-23,74,6,HIGH,Resolved,,32584,109,16
252,2023-06-03,84,2,Low,Unresolved,,429,,24
3870,2024-12-08,28,1,Medium,Resolved,32822791.2,1560,31,20
1170,2019-06-11,98,10,Low,Resolved,4438450.98,367,7,9
4506,2023-08-14,12,5,Critical,Unresolved,8600677968.73,182573,,22
